"oem","model","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","features_sensors","platform_os"
"Realme","Narzo 10",2020,"2020","164.4 x 75.4 x 9 mm (6.47 x 2.97 x 0.35 in)",199,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Realme","Narzo 10A",2020,"2020","164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in)",195,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 10"
"Realme","X50m 5G",2020,"2020","163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in)",194,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.57 inches","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Realme","6i",2020,"2020","164.4 x 75.4 x 9 mm (6.47 x 2.97 x 0.35 in)",199,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Realme","6 Pro",2020,"2020","163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in)",202,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.6 inches","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Realme","X50 Pro 5G",2020,"2020","159 x 74.2 x 8.9 mm (6.26 x 2.92 x 0.35 in)",205,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.44 inches","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10"
"Realme","C3 (3 cameras)",2020,"2020","164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in)",195,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 10"
"Realme","X50 5G",2020,"2020","163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in)",202,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.57 inches","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Realme","5i",2020,"2020","164.4 x 75 x 9.3 mm (6.47 x 2.95 x 0.37 in)",195,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.52 inches","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Realme","5s",2019,"2019","164.4 x 75.6 x 9.3 mm (6.47 x 2.98 x 0.37 in)",198,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Realme","C2s",2020,"2020","154.3 x 73.7 x 8.5 mm (6.07 x 2.90 x 0.33 in)",166,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Accelerometer, proximity, compass","Android 9.0 (Pie)"
"Realme","C2 2020",2019,"2019","154.3 x 73.7 x 8.5 mm (6.07 x 2.90 x 0.33 in)",166,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Accelerometer, proximity, compass","Android 9.0 (Pie)"
"Realme","X2 Pro",2019,"2019","161 x 75.7 x 8.7 mm (6.34 x 2.98 x 0.34 in)",199,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.5 inches","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Realme","XT 730G",NA,NA,"158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in)",183,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Realme","XT",2019,"2019","158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in)",183,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Realme","5 Pro",2019,"2019","157 x 74.2 x 8.9 mm (6.18 x 2.92 x 0.35 in)",184,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Realme","3i",2019,"2019","156.1 x 75.6 x 8.3 mm (6.15 x 2.98 x 0.33 in)",175,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 9.0 (Pie)"
"Realme","3 Pro",2019,"2019","156.8 x 74.2 x 8.3 mm (6.17 x 2.92 x 0.33 in)",172,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Sagem","my411C Oxbow",2008,NA,"91 x 46 x 16.5 mm (3.58 x 1.81 x 0.65 in)",87,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","my230x",2008,NA,"106 x 46 x 10 mm (4.17 x 1.81 x 0.39 in)",65,"Mini-SIM","CSTN, 65K colors","1.8 inches","128 x 160 pixels (~114 ppi density)","V1",NA
"Sagem","my900C",2006,NA,"90 x 45 x 23.5 mm (3.54 x 1.77 x 0.93 in)",115,"Mini-SIM","TFT, 256K colors",NA,"240 x 320 pixels, 4:3 ratio","V1",NA
"Sagem","my500X",2006,NA,"100 x 46 x 16.5 mm (3.94 x 1.81 x 0.65 in)",90,"Mini-SIM","TFT, 256K colors",NA,"176 x 220 pixels","V1",NA
"Sagem","my400V",2007,NA,"105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in)",85,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","my301X",2005,NA,"105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in)",88,"Mini-SIM","CSTN, 65K colors","1.7 inches","128 x 128 pixels, 1:1 ratio (~106 ppi density)","V1",NA
"Sagem","my200x",2006,NA,"104 x 43 x 15.5 mm (4.09 x 1.69 x 0.61 in)",76,"Mini-SIM","CSTN, 4096 colors",NA,"101 x 80 pixels","V1",NA
"Sagem","my100X",2006,NA,"104 x 42 x 15.5 mm (4.09 x 1.65 x 0.61 in)",76,"Mini-SIM","Monochrome graphics",NA,"101 x 64 pixels","V1",NA
"Sagem","MY C2-3",2005,NA,"73 x 42 x 21 mm, 70 cc (2.87 x 1.65 x 0.83 in)",75,"Mini-SIM","CSTN, 4096 colors",NA,"101 x 80 pixels, 6 lines","V1",NA
"Sagem","myZ-5",2006,NA,"85 x 42 x 23 mm (3.35 x 1.65 x 0.91 in)",85,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","MY C3-2",2005,NA,"77 x 41 x 22 mm, 70 cc (3.03 x 1.61 x 0.87 in)",75,"Mini-SIM","CSTN, 65K colors",NA,"128  x 128 pixels, 6 lines, 1:1 ratio","V1",NA
"Sagem","MY Z-55",2005,NA,"81 x 41 x 24 mm (3.19 x 1.61 x 0.94 in)",85,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","MY X6-2",2005,NA,"110 x 47 x 19 mm (4.33 x 1.85 x 0.75 in)",104,"Mini-SIM","TFT, 256K colors","2.0 inches","176 x 220 pixels (~141 ppi density)","V1",NA
"Sagem","MY X2-2",2005,NA,"105.6 x 46 x 20 mm (4.16 x 1.81 x 0.79 in)",88,"Mini-SIM","4096 colors",NA,"101 x 80 pixels","V1",NA
"Sagem","MY C5-2",2004,NA,"82 x 43 x 23 mm (3.23 x 1.69 x 0.91 in)",80,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","MY X1-2",2005,NA,"106 x 47 x 21 mm (4.17 x 1.85 x 0.83 in)",93,"Mini-SIM","Monochrome graphics",NA,"96 x 64 pixels, 3:2 ratio","V1",NA
"Sagem","MY X-8",2004,NA,"115 x 47 x 20.8 mm (4.53 x 1.85 x 0.82 in)",125,"Mini-SIM","TFT, 256K colors","2.2 inches","240 x 320 pixels, 4:3 ratio (~182 ppi density)","V1",NA
"Sagem","MY X-4",2004,NA,"104 x 46 x 18 mm (4.09 x 1.81 x 0.71 in)",95,"Mini-SIM","TFT, 65K colors",NA,"120 x 160 pixels, 4:3 ratio","V1",NA
"Sagem","MY S-7",2004,NA,"110 x 49 x 21 mm, 110 cc (4.33 x 1.93 x 0.83 in)",120,"Mini-SIM","TFT, 65K colors","2.2 inches","176 x 220 pixels (~128 ppi density)","V1","Microsoft Smartphone 2003 SE"
"Sagem","MY Z-3",2004,NA,"100 x 45 x 24 mm (3.94 x 1.77 x 0.94 in)",105,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","MY C2-2",2004,NA,"85 x 44 x 21 mm (3.35 x 1.73 x 0.83 in)",80,"Mini-SIM","CSTN, 4096 colors",NA,"101 x 80 pixels, 6 lines","V1",NA
"Sagem","SG 321i",2004,NA,"100 x 45 x 24 mm (3.94 x 1.77 x 0.94 in)",105,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","MY V-55",2004,NA,"106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in)",97,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","MY X5-2",2004,NA,"106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in)",97,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","MY V-75",2004,NA,"110 x 46 x 22 mm (4.33 x 1.81 x 0.87 in)",106,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","MY X-7",2004,NA,"110 x 46 x 22 mm, 111 cc (4.33 x 1.81 x 0.87 in)",106,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels, 12 lines","V1",NA
"Sagem","MY V-65",2003,NA,"110 x 46 x 22 mm (4.33 x 1.81 x 0.87 in)",106,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sagem","MY C-1",2003,NA,"86 x 44 x 20 mm (3.39 x 1.73 x 0.79 in)",80,"Mini-SIM","Monochrome graphic",NA,"96 x 64 pixels, 7 lines, 3:2 ratio","V1",NA
"Sagem","MY X-1w",2003,NA,"106 x 47 x 21 mm (4.17 x 1.85 x 0.83 in)",93,"Mini-SIM","Monochrome graphic",NA,"64 x 96 pixels, 7 lines, 3:2 ratio","V1",NA
"Sagem","MY C-2",2003,NA,"82 x 42 x 23 mm (3.23 x 1.65 x 0.91 in)",90,"Mini-SIM","CSTN, 256 colors",NA,"101 x 80 pixels, 6 lines","V1",NA
"Sagem","MY C-6",2003,NA,"84 x 46 x 22 mm (3.31 x 1.81 x 0.87 in)",86,"Mini-SIM","TFT, 65K colors",NA,"160 x 120 pixels, 4:3 ratio","V1",NA
"Sagem","MY C-5w",2003,NA,"88 x 44 x 20 mm (3.46 x 1.73 x 0.79 in)",80,"Mini-SIM","CSTN, 256 colors",NA,"101 x 80 pixels, 6 lines","V1",NA
"Sagem","MY X-2",2003,NA,"99 x 45 x 21 mm (3.90 x 1.77 x 0.83 in)",89,"Mini-SIM","CSTN, 256 colors",NA,"101 x 80 pixels, 6 lines","V1",NA
"Sagem","MY X-6",2003,NA,"110 x 46 x 22 mm, 111 cc (4.33 x 1.81 x 0.87 in)",106,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels, 12 lines","V1",NA
"Sagem","MY G5",2002,NA,"105 x 46 x 20 mm, 77 cc (4.13 x 1.81 x 0.79 in)",92,"Mini-SIM","CSTN, 256 colors",NA,"101 x 80 pixels, 8 lines","V1",NA
"Sagem","MY X-3",2002,NA,"106 x 46 x 20 mm, 79 cc (4.17 x 1.81 x 0.79 in)",92,"Mini-SIM","Monochrome graphic",NA,"96 x 64 pixels, 3:2 ratio","V1",NA
"Sagem","MY X-5",2002,NA,"105 x 46 x 20 mm, 77 cc (4.13 x 1.81 x 0.79 in)",92,"Mini-SIM","CSTN, 256 colors",NA,"101 x 80 pixels, 8 lines","V1",NA
"Sagem","MY 3078",2002,NA,"23 x 45 x 75 mm (0.91 x 1.77 x 2.95 in)",85,"Mini-SIM","Monochrome graphic",NA,"96 x 64 pixels, 8 lines, 3:2 ratio","V1",NA
"Sagem","MW 3026",2001,NA,"105 x 50 x 23 mm (4.13 x 1.97 x 0.91 in)",112,"Mini-SIM","Monochrome graphic",NA,"up to 8 lines","V1",NA
"Sagem","MW 3052",2001,NA,"105 x 50 x 23 mm (4.13 x 1.97 x 0.91 in)",100,"Mini-SIM","Monochrome graphic",NA,"up to 8 lines","V1",NA
"Sagem","MW 3042",2001,NA,"105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in)",97,"Mini-SIM","Monochrome graphic",NA,"up to 8 lines","V1",NA
"Sagem","MW 3040",2001,NA,"105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in)",97,"Mini-SIM","Monochrome graphic",NA,"up to 8 lines","V1",NA
"Sagem","MW X1",2001,NA,"140 x 57 x 20 mm (5.51 x 2.24 x 0.79 in)",180,"Mini-SIM","Monochrome graphic",NA,"124 x 68 pixels, up to 8 lines, 17:9 ratio","V1",NA
"Sagem","WA 3050",2001,NA,"130 x 80 x 17 mm (5.12 x 3.15 x 0.67 in)",198,"Mini-SIM","Greyscale resistive touchscreen",NA,"240 x 320 pixels, 60 x 80 mm, 4:3 ratio","V1","Microsoft Windows PocketPC"
"Sagem","MW 3020",2001,NA,"105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in)",112,"Mini-SIM","Monochrome graphic",NA,"up to 7 lines","V1",NA
"Sagem","MC 3000",2001,NA,"105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in)",112,"Mini-SIM","Monochrome graphic",NA,"up to 7 lines","V1",NA
"Sagem","MC 939 WAP",2000,NA,"116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)",117,"Mini-SIM","Monochrome graphic",NA,"up to 7 lines","V1",NA
"Sagem","MC 936",2000,NA,"116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)",117,"Mini-SIM","Monochrome graphic",NA,"up to 7 lines","V1",NA
"Sagem","MC 950",2000,NA,"116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)",95,"Mini-SIM","Monochrome graphic",NA,"up to 7 lines","V1",NA
"Sagem","MC 959",2000,NA,"116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)",95,"Mini-SIM","Monochrome graphic",NA,"up to 7 lines","V1",NA
"Sagem","MC 940",2000,NA,"116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)",117,"Mini-SIM","Monochrome graphic",NA,"up to 7 lines","V1",NA
"Sagem","MC 932",1999,NA,"116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)",117,"Mini-SIM","Monochrome graphic",NA,"up to 7 lines","V1",NA
"Sagem","RC 922",1999,NA,"116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)",121,"Mini-SIM","Alphanumeric",NA,"3x 12 chars","V1",NA
"Sagem","MC 912",1999,NA,"116 x 45 x 22 mm (4.57 x 1.77 x 0.87 in)",117,"Mini-SIM","Alphanumeric",NA,"4 x 12 chars","V1",NA
"Sagem","MC 850",1998,NA,"132 x 50 x 21 mm (5.20 x 1.97 x 0.83 in)",137,"Mini-SIM","Monochrome graphic",NA,"3 x 12 chars","V1",NA
"Sagem","MC 825 FM",1998,NA,"132 x 50 x 26 mm (5.20 x 1.97 x 1.02 in)",152,"Mini-SIM","Alphanumeric",NA,"3 x 12 chars","V1",NA
"Sagem","MC 820",1998,NA,"130 x 50 x 26 mm (5.12 x 1.97 x 1.02 in)",135,"Mini-SIM","Alphanumeric",NA,"3 x 12 chars","V1",NA
"Sagem","RC 750",1998,NA,"140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in)",158,"Mini-SIM","Alphanumeric",NA,"3 x 12 chars","V1",NA
"Sagem","RC 730",1997,NA,"140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in)",158,"Mini-SIM","Alphanumeric",NA,"3 x 12 chars","V1",NA
"Samsung","Galaxy Tab A 8.0 (2015)",2015,"2015","208.3 x 137.9 x 7.4 mm (8.20 x 5.43 x 0.29 in)",313,"Micro-SIM","TFT capacitive touchscreen, 16M colors","8.0 inches","768 x 1024 pixels, 4:3 ratio (~160 ppi density)","Accelerometer","Android 5.0 (Lollipop)"
"Samsung","E1260B",2012,NA,"103 x 59 x 12 mm (4.06 x 2.32 x 0.47 in)",83,"Mini-SIM","TFT, 65K colors","2.0 inches","160 x 128 pixels (~102 ppi density)","V1",NA
"Samsung","Continuum I400",2010,NA,"125 x 58 x 12 mm (4.92 x 2.28 x 0.47 in)",125,"Mini-SIM","Super AMOLED capacitive touchscreen, 16M colors","3.4 inches","480 x 800 pixels, 5:3 ratio (~274 ppi density)","Accelerometer, gyro, proximity, compass","Android 2.1 (Eclair)"
"Samsung","Focus",2010,NA,"124.7 x 64.3 x 9.9 mm (4.91 x 2.53 x 0.39 in)",119.4,"Mini-SIM","Super AMOLED capacitive touchscreen, 16M colors","4.0 inches","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Accelerometer, proximity, compass","Microsoft Windows Phone 7"
"Samsung","P940",2006,NA,"V1",NA,"Mini-SIM","TFT, 256K colors","2.15 inches","240 x 320 pixels, 4:3 ratio (~186 ppi density)","V1",NA
"Samsung","D550",2005,NA,"95 x 48 x 23 mm (3.74 x 1.89 x 0.91 in)",119,"Mini-SIM","TFT, 256K colors","2.3 inches","176 x 220 pixels (~122 ppi density)","V1",NA
"Samsung","P860",2005,NA,"V1",NA,"Mini-SIM","TFD, 16M colors",NA,"320 x 240 pixels, 4:3 ratio","V1",NA
"Samsung","Z700",2005,NA,"96 x 48.5 x 26.5 mm (3.78 x 1.91 x 1.04 in)",125,"Mini-SIM","TFT, 256K colors",NA,"320 x 240 pixels, 4:3 ratio","V1",NA
"Samsung","D710",2004,NA,"101 x 51 x 24 mm (3.98 x 2.01 x 0.94 in)",110,"Mini-SIM","TFT, 256K colors",NA,"208 x 176 pixels","V1","Symbian 7.0s"
"Samsung","i530",2004,NA,"90 x 55 x 27.5 mm (3.54 x 2.17 x 1.08 in)",145,"Mini-SIM","UFS, 65K colors",NA,"162 x 176 pixels (324 x 352 support), 14 lines","V1","Palm 5.2"
"Samsung","i505",2004,NA,"91 x 54 x 23 mm (3.58 x 2.13 x 0.91 in)",147,"Mini-SIM","TFT resistive  touchscreen, 65K colors",NA,"162 x 176 pixels (324 x 352 support), 14 lines","V1","Palm 5.2.1"
"Samsung","i250",2004,NA,"94 x 50 x 26 mm (3.70 x 1.97 x 1.02 in)",130,"Mini-SIM","TFT, 65K colors",NA,"176 x 220 pixels","V1","Microsoft Smartphone 2003"
"Samsung","X900",2004,NA,"89.7 x 46.4 x 24 mm (3.53 x 1.83 x 0.94 in)",116,"Mini-SIM","TFT, 256K colors",NA,"176 x 220 pixels","V1",NA
"Samsung","E410",2004,NA,"73 x 53 x 23 mm (2.87 x 2.09 x 0.91 in)",80,"Mini-SIM","UFB, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Samsung","P705",2003,NA,"92 x 51 x 26.4 mm (3.62 x 2.01 x 1.04 in)",130,"Mini-SIM","TFT, 256K colors",NA,"176 x 220 pixels","V1",NA
"Samsung","D700",2003,NA,"89 x 49 x 23 mm (3.50 x 1.93 x 0.91 in)",110,"Mini-SIM","TFT, 65K colors",NA,"176 x 208 pixels","V1","Symbian"
"Samsung","P500",2003,NA,"90 x 46 x 23 mm (3.54 x 1.81 x 0.91 in)",93,"Mini-SIM","TFD, 65K colors",NA,"128 x 160 pixels","V1",NA
"Samsung","Watch Phone",2003,NA,"38 x 64 x 17 mm (1.50 x 2.52 x 0.67 in)",80,"Mini-SIM","OLED, 256 colors",NA,"94 x 64 pixels, 3:2 ratio","V1","Proprietary OS"
"Samsung","T400",2002,NA,"80 x 42 x 21 mm (3.15 x 1.65 x 0.83 in)",80,"Mini-SIM","TFT, 65K colors",NA,"128 x 144 pixels","V1",NA
"Samsung","Q300",2002,NA,"85 x 48 x 23 mm (3.35 x 1.89 x 0.91 in)",89,"Mini-SIM","Grayscale graphic, 4 shades",NA,"16 lines, 128 x 128 pixels","V1",NA
"Samsung","Q200",2002,NA,"85 x 48 x 20 mm (3.35 x 1.89 x 0.79 in)",90,"Mini-SIM","Grayscale graphic, 4 shades",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Samsung","A400",2001,NA,"70 x 48 x 20 mm (2.76 x 1.89 x 0.79 in)",80,"Mini-SIM","Grayscale graphic, 4 shades",NA,"128 x  96 pixels, 6 lines","V1",NA
"Samsung","Q100",2001,NA,"112 x 42 x 18.5 mm (4.41 x 1.65 x 0.73 in)",85,"Mini-SIM","Monochrome graphic",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Samsung","SGH-250",1996,NA,"124 x 48 x 25 mm (4.88 x 1.89 x 0.98 in)",179,"Mini-SIM","Alphanumeric",NA,"3 x 12 chars","V1",NA
"Sendo","P600",2004,NA,"108 x 45 x 20 mm, 76 cc (4.25 x 1.77 x 0.79 in)",85,"Mini-SIM","TFT, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sendo","SV663",2004,NA,"108 x 45 x 19.5 mm, 76 cc (4.25 x 1.77 x 0.77 in)",86,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"Sendo","M570",2004,NA,"82 x 45 x 20 mm, 68 cc (3.23 x 1.77 x 0.79 in)",77,"Mini-SIM","UFB, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sendo","S330",2003,NA,"108 x 47 x 21 mm, 79 cc (4.25 x 1.85 x 0.83 in)",81,"Mini-SIM","CSTN, 4096 colors",NA,"98 x 67 pixels, 5 lines, 3:2 ratio","V1",NA
"Sendo","J520",2001,NA,"113 x 50 x 25 mm, 79 cc (4.45 x 1.97 x 0.98 in)",75,"Mini-SIM","Monochrome graphic",NA,"96 x 64 pixels, 6 lines, 3:2 ratio","V1",NA
"Sewon","SRS-3300",2005,NA,"72 x 39 x 26.5 mm (2.83 x 1.54 x 1.04 in)",90,"Mini-SIM","TFT, 256K colors",NA,"128 x 160 pixels","V1",NA
"Sewon","SRD-3000",2004,NA,"91 x 48 x 18 mm (3.58 x 1.89 x 0.71 in)",90,"Mini-SIM","TFT, 256K colors",NA,"176 x 220 pixels","V1",NA
"Sewon","SRD-200",2004,NA,"87.5 x 47.5 x 21.7 mm (3.44 x 1.87 x 0.85 in)",95,"Mini-SIM","STN, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SGD-1050",2004,NA,"82 x 44 x 21 mm (3.23 x 1.73 x 0.83 in)",90,"Mini-SIM","STN, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SGD-1030",2004,NA,"82 x 44 x 22 mm (3.23 x 1.73 x 0.87 in)",90,"Mini-SIM","STN, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SGD-1020",2004,NA,"82 x 42.4 x 21 mm (3.23 x 1.67 x 0.83 in)",90,"Mini-SIM","STN, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SGD-1010",2004,NA,"82 x 44 x 21 mm (3.23 x 1.73 x 0.83 in)",90,"Mini-SIM","STN, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SGD-1000",2004,NA,"82 x 42 x 21 mm (3.23 x 1.65 x 0.83 in)",90,"Mini-SIM","STN, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SGD-106",2004,NA,"72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in)",80,"Mini-SIM","CSTN, 256 colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SGD-105",2004,NA,"72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in)",80,"Mini-SIM","CSTN, 256 colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SGD-102",2004,NA,"72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in)",80,"Mini-SIM","CSTN, 256 colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SGD-101",2004,NA,"72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in)",80,"Mini-SIM","CSTN, 256 colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SG-2890CD",2004,NA,"72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in)",80,"Mini-SIM","CSTN, 256 colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SG-2300CD",2004,NA,"68 x 39 x 22 mm (2.68 x 1.54 x 0.87 in)",72,"Mini-SIM","CSTN, 256 colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SG-2320CD",2004,NA,"68 x 39 x 22 mm (2.68 x 1.54 x 0.87 in)",72,"Mini-SIM","CSTN, 256 colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SG-2200CD",2004,NA,"68 x 39 x 22 mm (2.68 x 1.54 x 0.87 in)",72,"Mini-SIM","CSTN, 256 colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Sewon","SG-P100",2004,NA,"88 x 44 x 21 mm (3.46 x 1.73 x 0.83 in)",82,"Mini-SIM","STN, 256 colors",NA,"101 x 80 pixels","V1",NA
"Sharp","Aquos Zero 2",2020,"2020","158 x 74 x 8.8 mm (6.22 x 2.91 x 0.35 in)",141,"Nano-SIM","OLED capacitive touchscreen, 1B colors","6.4 inches","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10"
